,区/县,区域,小区,总价,单价,房屋户型,楼层,总面积,户型结构,套内面积,建筑类型,朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,s,交易权属,u,形式,是否满五,产权形式,是否有房本,小区均价,小区建成,style,总栋数,总楼层
1520,门头沟,滨河西区,滨河路3号,175.0,26103.8,2室1厅1卫,地下室,67.04,平层,59.65㎡,板楼,东西,混合结构,其他,10列无数据,11列无数据,70年,13列无数据,43668,商品房,43636,普通住宅,暂无数据,非共有,已上传房本照片,29396,1994,板楼,1,6
1521,朝阳,北苑,北苑6号院,390.0,50000.0,2室1厅1卫,高楼层,78,平层,无信息,板楼,南北,砖混结构,精装,10列无数据,70年,12列无数据,13列无数据,43553,已购公房,41787,普通住宅,满五年,非共有,已上传房本照片,56127,1996,板楼,4,6
1522,大兴,瀛海,三槐家园,325.0,39137.8,2室1厅1卫,中楼层,83.04,平层,70.26㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43813,商品房,43292,普通住宅,暂无数据,非共有,已上传房本照片,36882,2011,板楼,9,10
1523,丰台,新宫,飞腾家园,380.0,44506.9,3室1厅1卫,中楼层,85.38,平层,65㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43757,商品房,39300,普通住宅,满五年,非共有,已上传房本照片,39322,2002,板楼,13,6
1524,顺义,顺义城,金汉绿港五区,447.0,40096.9,3室1厅1卫,低楼层,111.48,平层,90.23㎡,塔楼,西南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43763,商品房,42037,普通住宅,满五年,非共有,已上传房本照片,42272,2010,塔楼/塔板结合,7,20
1525,昌平,回龙观,龙华园,275.0,46343.1,1室1厅1卫,中楼层,59.34,平层,无信息,板楼,东西南,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43658,商品房,39526,普通住宅,满五年,非共有,已上传房本照片,46157,1984,塔楼/板楼,41,6
1526,房山,长阳,邑上公馆,292.0,35749.3,2室1厅1卫,低楼层,81.68,平层,64.79㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43735,商品房,42964,普通住宅,满两年,共有,已上传房本照片,35022,2014,板楼,8,6
1527,朝阳,垡头,翠成馨园E区,330.0,45592.7,2室2厅2卫,高楼层,72.38,平层,58.71㎡,塔楼,南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43801,一类经济适用房,41709,普通住宅,满五年,非共有,已上传房本照片,44170,2005,塔楼,17,20
1528,丰台,方庄,芳城园三区,415.0,55466.5,2室1厅1卫,低楼层,74.82,平层,无信息,塔楼,西南,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43622,已购公房,35175,普通住宅,满五年,非共有,已上传房本照片,62700,1990,塔楼/板楼/塔板结合,18,25
1529,朝阳,石佛营,晨光家园,415.0,51546.4,2室1厅1卫,低楼层,80.51,平层,64.08㎡,塔楼,西北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43538,商品房,42500,普通住宅,满两年,共有,已上传房本照片,55989,1999,塔楼/塔板结合,7,26
1530,昌平,回龙观,龙跃苑四区,438.0,35214.7,3室1厅1卫,高楼层,124.38,平层,111.68㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,42924,商品房,41283,普通住宅,满五年,非共有,已上传房本照片,40987,2005,板楼,40,6
1531,海淀,田村,田村48号院,363.0,59024.4,2室1厅1卫,高楼层,61.5,平层,43.1㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43814,私产,38491,普通住宅,满五年,非共有,已上传房本照片,61267,1980,板楼,3,6
1532,朝阳,甘露园,甘露园南里,465.0,54360.5,3室1厅1卫,低楼层,85.54,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43662,已购公房,41899,普通住宅,满五年,非共有,已上传房本照片,53225,1990,塔楼/板楼/塔板结合,40,6
1533,朝阳,北苑,北苑家园望春园,499.0,50634.2,2室1厅1卫,中楼层,98.55,平层,无信息,塔楼,南西北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43831,商品房,42944,普通住宅,满两年,非共有,已上传房本照片,54571,2006,塔楼/板楼/塔板结合/平房,18,25
1534,丰台,北京南站,开阳里七区,325.0,57117.8,1室1厅1卫,高楼层,56.9,平层,无信息,板楼,东西,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43787,已购公房,38383,普通住宅,满五年,非共有,已上传房本照片,63493,2002,板楼,6,6
1535,东城,陶然亭,中海紫御公馆,789.0,95555.3,2室1厅1卫,低楼层,82.57,平层,65.49㎡,板塔结合,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43597,商品房,40843,普通住宅,满五年,共有,已上传房本照片,102053,2010,塔板结合,8,19
1536,西城,白纸坊,白广路东里,750.0,69489.5,4室1厅1卫,中楼层,107.93,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43593,已购公房,43559,普通住宅,暂无数据,非共有,已上传房本照片,76714,1950,板楼,8,5
1537,朝阳,朝青,珠江罗马嘉园西区,370.0,53077.0,1室0厅1卫,中楼层,69.71,平层,49.94㎡,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43534,商品房,43662,普通住宅,暂无数据,非共有,已上传房本照片,64576,2003,塔楼/板楼/塔板结合,40,8
1538,朝阳,大山子,银枫家园,660.0,49364.2,3室2厅2卫,低楼层,133.7,平层,109.81㎡,板楼,东南西南东北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43701,商品房,39806,普通住宅,满五年,非共有,已上传房本照片,48989,2000,塔楼/板楼/平房,6,10
1539,朝阳,大山子,大山子北里,315.0,48290.7,2室1厅1卫,低楼层,65.23,平层,无信息,板楼,东西,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43689,已购公房,36503,普通住宅,满五年,非共有,已上传房本照片,50763,1950,板楼,34,6
1540,亦庄开发区,马驹桥,米拉小镇,318.0,36025.8,2室1厅1卫,中楼层,88.27,平层,68.52㎡,塔楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43726,商品房,41680,普通住宅,满五年,共有,已上传房本照片,36762,2012,塔楼/塔板结合,11,21
1541,朝阳,双井,九龙花园,610.0,60437.9,2室2厅1卫,高楼层,100.93,平层,无信息,板楼,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43811,商品房,42081,普通住宅,满两年,非共有,已上传房本照片,55463,1998,塔楼/板楼/塔板结合,8,14
1542,通州,马驹桥,珠江逸景,258.0,26540.5,2室1厅1卫,高楼层,97.21,平层,76.32㎡,板塔结合,西,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43748,商品房,42516,普通住宅,满两年,共有,已上传房本照片,28423,2007,塔楼/板楼/塔板结合,25,14
1543,大兴,黄村火车站,义和庄北里,245.0,33054.5,2室1厅1卫,高楼层,74.12,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43742,商品房,37228,普通住宅,满五年,非共有,已上传房本照片,35469,1995,板楼,19,6
1544,朝阳,劲松,农光里,420.0,48928.2,2室1厅1卫,中楼层,85.84,平层,63.63㎡,板塔结合,东西,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43751,商品房,43250,普通住宅,暂无数据,非共有,已上传房本照片,59800,1973,塔楼/板楼/塔板结合/平房,85,12
1545,朝阳,潘家园,弘善家园,310.0,43631.2,2室1厅1卫,低楼层,71.05,平层,60.63㎡,塔楼,西北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43813,二类经济适用房,43020,普通住宅,满两年,非共有,已上传房本照片,50507,2009,塔楼/塔板结合,55,28
1546,朝阳,西坝河,西坝河东里,260.0,60268.9,1室1厅1卫,高楼层,43.14,平层,无信息,板楼,东北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43576,商品房,40969,普通住宅,满五年,非共有,已上传房本照片,68460,1980,塔楼/板楼/塔板结合/平房,64,6
1547,通州,通州其它,定海园一里,209.0,28350.5,1室1厅1卫,低楼层,73.72,平层,60.41㎡,板楼,南北,钢混结构,其他,10列无数据,11列无数据,12列无数据,70年,43774,商品房,43774,普通住宅,暂无数据,非共有,已上传房本照片,29832,2000,板楼/塔板结合,12,6
1548,丰台,大红门,建欣苑四里,319.0,48399.3,2室1厅1卫,高楼层,65.91,平层,无信息,板楼,南北,钢混结构,简装,10列无数据,70年,12列无数据,13列无数据,43702,商品房,42535,普通住宅,满两年,共有,已上传房本照片,51666,1997,板楼,15,6
1549,朝阳,百子湾,沿海赛洛城一期,498.0,61201.9,2室1厅1卫,低楼层,81.37,平层,62.95㎡,板塔结合,西南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43580,商品房,43483,普通住宅,暂无数据,非共有,已上传房本照片,61879,2007,板楼/塔板结合,13,24
1550,海淀,田村,绿谷雅园,530.0,51869.3,2室1厅1卫,中楼层,102.18,平层,92.36㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43835,已购公房,40158,普通住宅,满五年,非共有,已上传房本照片,50546,2004,板楼,20,5
1551,丰台,旧宫,万源南里,276.0,47341.3,2室1厅1卫,中楼层,58.3,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43812,央产房,36510,普通住宅,满五年,非共有,已上传房本照片,44123,1980,板楼,31,6
1552,丰台,青塔,万科中粮假日风景,470.0,54932.2,2室1厅1卫,高楼层,85.56,平层,69.8㎡,板楼,西东,钢混结构,其他,10列无数据,11列无数据,70年,13列无数据,43821,商品房,42496,普通住宅,满两年,非共有,已上传房本照片,63681,2007,板楼,19,5
1553,石景山,鲁谷,五芳园,310.0,46729.0,2室1厅1卫,中楼层,66.34,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43803,已购公房,38447,普通住宅,满五年,非共有,已上传房本照片,45566,1991,板楼,15,6
1554,房山,城关,中国铁建原香漫谷,207.0,23405.7,3室2厅1卫,低楼层,88.44,平层,72.5㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43601,商品房,42942,普通住宅,满两年,非共有,已上传房本照片,22955,2012,板楼,44,18
1555,朝阳,惠新西街,惠新里小区,425.0,71356.6,2室1厅1卫,中楼层,59.56,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43781,商品房,42674,普通住宅,满两年,共有,已上传房本照片,74130,1956,塔楼/板楼/塔板结合/平房,57,6
1556,顺义,顺义城,石景苑,290.0,30108.0,2室1厅1卫,中楼层,96.32,平层,81.58㎡,板塔结合,东南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43791,二类经济适用房,43371,普通住宅,暂无数据,非共有,已上传房本照片,33969,2008,塔楼/板楼/塔板结合,30,15
1557,海淀,定慧寺,八里庄北里,380.0,62809.9,3室1厅1卫,地下室,60.5,平层,60㎡,板楼,东西,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43818,商品房,43791,普通住宅,暂无数据,非共有,已上传房本照片,82002,1989,塔楼/板楼/塔板结合,46,6
1558,顺义,后沙峪,吉祥雅筑,316.0,37189.6,2室1厅1卫,低楼层,84.97,平层,68.49㎡,塔楼,东南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43567,商品房,41732,普通住宅,满五年,非共有,已上传房本照片,40843,2010,塔楼/塔板结合,8,15
1559,海淀,紫竹桥,西三环北路89号院,460.0,83926.3,2室1厅1卫,高楼层,54.81,平层,42.11㎡,板楼,西南,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43736,已购公房,36811,普通住宅,满五年,非共有,已上传房本照片,82194,1987,板楼,2,6
1560,大兴,旧宫,佳和园老区,280.0,34213.1,2室1厅1卫,高楼层,81.84,平层,无信息,板楼,南北,混合结构,其他,10列无数据,70年,12列无数据,13列无数据,43793,商品房,42023,普通住宅,满五年,非共有,已上传房本照片,36217,1997,板楼,3,6
1561,门头沟,门头沟其它,中门寺街67号院,236.0,30938.6,2室1厅1卫,低楼层,76.28,平层,67.27㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43556,商品房,40465,普通住宅,满五年,非共有,已上传房本照片,30256,2001,板楼,15,6
1562,朝阳,常营,北辰福第六号院,380.0,46965.8,2室1厅1卫,低楼层,80.91,平层,65.88㎡,塔楼,西北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43715,限价商品房,41668,普通住宅,满五年,非共有,已上传房本照片,49867,2008,塔楼/塔板结合,6,23
1563,亦庄开发区,亦庄,林肯公园,555.0,58942.2,2室1厅1卫,低楼层,94.16,平层,72.47㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43685,商品房,41215,普通住宅,满五年,非共有,已上传房本照片,43241,2009,塔楼/板楼,29,17
1564,丰台,西罗园,西罗园四区,300.0,48528.0,2室1厅1卫,高楼层,61.82,平层,48㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43773,商品房,42998,普通住宅,满两年,非共有,已上传房本照片,53544,1980,塔楼/板楼,30,6
1565,丰台,六里桥,京铁家园,567.0,44107.4,3室1厅2卫,低楼层,128.55,平层,105.34㎡,塔楼,东南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43714,商品房,40143,普通住宅,满五年,非共有,已上传房本照片,48148,2002,塔楼/板楼,19,22
1566,朝阳,双井,苹果社区北区,728.0,54190.9,2室1厅1卫,高楼层,134.34,平层,101.19㎡,板塔结合,东南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43806,商品房,40161,普通住宅,满五年,非共有,已上传房本照片,64458,2006,塔楼/塔板结合,6,21
1567,门头沟,滨河西区,葡东小区,236.0,34327.3,2室1厅1卫,低楼层,68.75,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43792,商品房,43601,普通住宅,暂无数据,非共有,已上传房本照片,31881,1995,板楼,28,6
1568,昌平,回龙观,矩阵一期,400.0,60413.8,2室1厅1卫,低楼层,66.21,平层,60.9㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43652,商品房,40494,普通住宅,满五年,共有,已上传房本照片,51929,1996,板楼,11,6
1569,朝阳,豆各庄,青荷里南山园,285.0,39815.6,2室1厅1卫,中楼层,71.58,平层,无信息,板楼,南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43763,二类经济适用房,43581,普通住宅,暂无数据,非共有,已上传房本照片,38736,2015,板楼,6,29
1570,丰台,西罗园,华润小区,310.0,49839.2,2室1厅1卫,高楼层,62.2,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43708,已购公房,40108,普通住宅,满五年,非共有,已上传房本照片,50845,1995,塔楼/板楼,12,6
1571,朝阳,十里堡,京棉新城,450.0,55963.2,2室1厅1卫,高楼层,80.41,平层,63.76㎡,板塔结合,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43469,二类经济适用房,42031,普通住宅,满五年,非共有,已上传房本照片,53532,2005,塔楼/板楼/塔板结合,13,28
1572,昌平,沙河,北街家园一区,326.0,41130.5,3室1厅1卫,低楼层,79.26,平层,62.99㎡,板楼,南北,钢混结构,毛坯,10列无数据,11列无数据,12列无数据,70年,43568,商品房,42901,普通住宅,满两年,共有,已上传房本照片,38687,2008,板楼,17,9
1573,朝阳,垡头,双合家园,300.0,42426.8,2室1厅1卫,中楼层,70.71,平层,56.64㎡,板楼,东北,钢混结构,其他,10列无数据,11列无数据,12列无数据,70年,43754,限价商品房,41928,普通住宅,满五年,非共有,已上传房本照片,42981,2012,板楼,23,22
1574,东城,朝阳门外,新中西街,460.0,64075.8,3室1厅1卫,低楼层,71.79,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43329,已购公房,38049,普通住宅,满五年,非共有,已上传房本照片,84040,1990,板楼,10,7
1575,昌平,东关,东关南里小区,220.0,36678.9,2室1厅1卫,中楼层,59.98,平层,无信息,板楼,东西,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43803,已购公房,41788,普通住宅,满五年,非共有,已上传房本照片,38061,1987,板楼,44,5
1576,昌平,霍营,华龙苑南里,389.0,46073.7,3室1厅1卫,高楼层,84.43,平层,无信息,板楼,北南,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43785,商品房,40163,普通住宅,满五年,非共有,已上传房本照片,47557,1994,板楼,30,6
1577,海淀,皂君庙,皂君庙2号院,450.0,65693.4,2室1厅1卫,地下室,68.5,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43662,已购公房,43551,普通住宅,暂无数据,非共有,已上传房本照片,75528,1995,板楼,1,6
